startframe	starttime	endframe	endtime
2137	85.480	2152	86.080
2152	86.080	2167	86.680
2167	86.680	2182	87.280
2182	87.280	2197	87.880
2197	87.880	2212	88.480
2212	88.480	2227	89.080
2227	89.080	2242	89.680
2242	89.680	2257	90.280
2257	90.280	2272	90.880
2272	90.880	2287	91.480
2287	91.480	2302	92.080
2302	92.080	2317	92.680
2317	92.680	2332	93.280
2332	93.280	2347	93.880
2347	93.880	2362	94.480
2362	94.480	2377	95.080
2377	95.080	2392	95.680
2392	95.680	2407	96.280
2407	96.280	2422	96.880
2422	96.880	2438	97.520
2438	97.520	2453	98.120
2453	98.120	2468	98.720
2468	98.720	2483	99.320
2483	99.320	2498	99.920
2498	99.920	2513	100.520
2513	100.520	2528	101.120
2528	101.120	2543	101.720
2543	101.720	2559	102.360
2559	102.360	2574	102.960
2574	102.960	2590	103.600
2590	103.600	2605	104.200
2605	104.200	2620	104.800
2620	104.800	2635	105.400
2635	105.400	2650	106.000
2650	106.000	2665	106.600
2665	106.600	2680	107.200
2680	107.200	2695	107.800
2695	107.800	2710	108.400
2710	108.400	2725	109.000
2725	109.000	2740	109.600
2740	109.600	2755	110.200
2755	110.200	2770	110.800
2770	110.800	2785	111.400
2785	111.400	2800	112.000
2800	112.000	2815	112.600
2815	112.600	2830	113.200
2830	113.200	2845	113.800
2845	113.800	2860	114.400
2860	114.400	2875	115.000
2875	115.000	2890	115.600
2890	115.600	2905	116.200
2905	116.200	2920	116.800
2920	116.800	2935	117.400
2935	117.400	2950	118.000
2950	118.000	2965	118.600
2965	118.600	2980	119.200
2980	119.200	2995	119.800
2995	119.800	3010	120.400
3010	120.400	3025	121.000
3025	121.000	3040	121.600
3040	121.600	3055	122.200
3055	122.200	3070	122.800
3070	122.800	3085	123.400
3085	123.400	3100	124.000
3100	124.000	3115	124.600
3115	124.600	3130	125.200
3130	125.200	3145	125.800
3145	125.800	3160	126.400
3160	126.400	3175	127.000
3175	127.000	3190	127.600
3190	127.600	3205	128.200
3205	128.200	3220	128.800
3220	128.800	3235	129.400
3235	129.400	3250	130.000
3250	130.000	3265	130.600
3265	130.600	3280	131.200
3280	131.200	3295	131.800
3295	131.800	3310	132.400
3310	132.400	3325	133.000
3325	133.000	3340	133.600
3340	133.600	3355	134.200
3355	134.200	3370	134.800
3370	134.800	3385	135.400
3385	135.400	3400	136.000
3400	136.000	3415	136.600
3415	136.600	3430	137.200
3430	137.200	3445	137.800
3445	137.800	3460	138.400
3460	138.400	3475	139.000
3475	139.000	3490	139.600
3490	139.600	3505	140.200
3505	140.200	3520	140.800
3520	140.800	3535	141.400
3535	141.400	3550	142.000
3550	142.000	3565	142.600
3565	142.600	3580	143.200
3580	143.200	3595	143.800
3595	143.800	3610	144.400
3610	144.400	3625	145.000
3625	145.000	3640	145.600
3640	145.600	3655	146.200
3655	146.200	3670	146.800
3670	146.800	3685	147.400
3685	147.400	3700	148.000
3700	148.000	3715	148.600
3715	148.600	3730	149.200
3730	149.200	3745	149.800
3745	149.800	3760	150.400
3760	150.400	3775	151.000
3775	151.000	3790	151.600
3790	151.600	3805	152.200
3805	152.200	3820	152.800
3820	152.800	3835	153.400
3835	153.400	3850	154.000
3850	154.000	3865	154.600
3865	154.600	3880	155.200
3880	155.200	3895	155.800
3895	155.800	3910	156.400
3910	156.400	3925	157.000
3925	157.000	3940	157.600
3940	157.600	3955	158.200
3955	158.200	3970	158.800
3970	158.800	3985	159.400
3985	159.400	4000	160.000
4000	160.000	4015	160.600
4015	160.600	4030	161.200
4030	161.200	4045	161.800
4045	161.800	4060	162.400
4060	162.400	4075	163.000
4075	163.000	4090	163.600
4090	163.600	4105	164.200
4105	164.200	4120	164.800
4120	164.800	4135	165.400
4135	165.400	4150	166.000
4150	166.000	4165	166.600
4165	166.600	4180	167.200
4180	167.200	4195	167.800
4195	167.800	4210	168.400
4210	168.400	4226	169.040
4226	169.040	4241	169.640
4241	169.640	4256	170.240
4256	170.240	4271	170.840
4271	170.840	4286	171.440
4286	171.440	4301	172.040
4301	172.040	4316	172.640
4316	172.640	4331	173.240
4331	173.240	4346	173.840
4346	173.840	4361	174.440
4361	174.440	4376	175.040
4376	175.040	4391	175.640
4391	175.640	4406	176.240
4406	176.240	4421	176.840
4421	176.840	4436	177.440
4436	177.440	4451	178.040
4451	178.040	4466	178.640
4466	178.640	4481	179.240
4481	179.240	4496	179.840
4496	179.840	4511	180.440
4511	180.440	4526	181.040
4526	181.040	4541	181.640
4541	181.640	4556	182.240
4556	182.240	4571	182.840
4571	182.840	4586	183.440
4586	183.440	4601	184.040
4601	184.040	4616	184.640
4616	184.640	4631	185.240
4631	185.240	4646	185.840
4646	185.840	4661	186.440
4661	186.440	4676	187.040
4676	187.040	4691	187.640
4691	187.640	4706	188.240
4706	188.240	4721	188.840
4721	188.840	4736	189.440
4736	189.440	4751	190.040
4751	190.040	4766	190.640
4766	190.640	4781	191.240
4781	191.240	4796	191.840
4796	191.840	4811	192.440
4811	192.440	4826	193.040
4826	193.040	4841	193.640
4841	193.640	4856	194.240
4856	194.240	4871	194.840
4871	194.840	4886	195.440
4886	195.440	4901	196.040
4901	196.040	4916	196.640
4916	196.640	4931	197.240
4931	197.240	4946	197.840
4946	197.840	4961	198.440
4961	198.440	4976	199.040
4976	199.040	4991	199.640
4991	199.640	5006	200.240
5006	200.240	5021	200.840
5021	200.840	5036	201.440
5036	201.440	5051	202.040
5051	202.040	5066	202.640
5066	202.640	5081	203.240
5081	203.240	5096	203.840
5096	203.840	5111	204.440
5111	204.440	5126	205.040
5126	205.040	5141	205.640
5141	205.640	5156	206.240
5156	206.240	5171	206.840
5171	206.840	5187	207.480
5187	207.480	5205	208.200
5205	208.200	5220	208.800
5220	208.800	5235	209.400
5235	209.400	5251	210.040
5251	210.040	5267	210.680
5267	210.680	5284	211.360
5284	211.360	5302	212.080
5302	212.080	5324	212.960
5324	212.960	5341	213.640
5341	213.640	5356	214.240
5356	214.240	5371	214.840
5371	214.840	5386	215.440
5386	215.440	5401	216.040
5401	216.040	5416	216.640
5416	216.640	5431	217.240
5431	217.240	5446	217.840
5446	217.840	5461	218.440
5461	218.440	5476	219.040
5476	219.040	5491	219.640
5491	219.640	5506	220.240
5506	220.240	5521	220.840
5521	220.840	5536	221.440
5536	221.440	5551	222.040
5551	222.040	5566	222.640
5566	222.640	5581	223.240
5581	223.240	5596	223.840
5596	223.840	5611	224.440
5611	224.440	5628	225.120
5628	225.120	5644	225.760
5644	225.760	5736	229.440
5736	229.440	5770	230.800
5770	230.800	5831	233.240
5831	233.240	5850	234.000
5850	234.000	5868	234.720
5868	234.720	5886	235.440
5886	235.440	5902	236.080
5902	236.080	5918	236.720
5918	236.720	5934	237.360
5934	237.360	5954	238.160
5954	238.160	5974	238.960
5974	238.960	5994	239.760
5994	239.760	6028	241.120
6028	241.120	6081	243.240
6081	243.240	6096	243.840
6096	243.840	6111	244.440
6111	244.440	6126	245.040
6126	245.040	6141	245.640
6141	245.640	6156	246.240
6156	246.240	6171	246.840
6171	246.840	6186	247.440
6186	247.440	6201	248.040
6201	248.040	6216	248.640
6216	248.640	6231	249.240
6231	249.240	6246	249.840
6246	249.840	6261	250.440
6261	250.440	6287	251.480
