startframe	starttime	endframe	endtime
3336	111.311	3351	111.812
3351	111.812	3443	114.881
3443	114.881	3460	115.449
3460	115.449	3475	115.949
3475	115.949	3490	116.450
3490	116.450	3505	116.950
3505	116.950	3520	117.451
3520	117.451	3535	117.951
3535	117.951	3550	118.452
3550	118.452	3565	118.952
3565	118.952	3580	119.453
3580	119.453	3595	119.953
3595	119.953	3610	120.454
3610	120.454	3625	120.954
3625	120.954	3640	121.455
3640	121.455	3655	121.955
3655	121.955	3670	122.456
3670	122.456	3685	122.956
3685	122.956	3700	123.457
3700	123.457	3715	123.957
3715	123.957	3730	124.458
3730	124.458	3745	124.958
3745	124.958	3760	125.459
3760	125.459	3775	125.959
3775	125.959	3790	126.460
3790	126.460	3805	126.960
3805	126.960	3820	127.461
3820	127.461	3835	127.961
3835	127.961	3850	128.462
3850	128.462	3865	128.962
3865	128.962	3880	129.463
3880	129.463	3895	129.963
3895	129.963	3910	130.464
3910	130.464	3925	130.964
3925	130.964	3940	131.465
3940	131.465	3955	131.965
3955	131.965	3970	132.466
3970	132.466	3985	132.966
3985	132.966	4000	133.467
4000	133.467	4015	133.967
4015	133.967	4030	134.468
4030	134.468	4045	134.968
4045	134.968	4060	135.469
4060	135.469	4075	135.969
4075	135.969	4090	136.470
4090	136.470	4105	136.970
4105	136.970	4120	137.471
4120	137.471	4135	137.971
4135	137.971	4150	138.472
4150	138.472	4165	138.972
4165	138.972	4180	139.473
4180	139.473	4195	139.973
4195	139.973	4211	140.507
4211	140.507	4226	141.008
4226	141.008	4241	141.508
4241	141.508	4256	142.009
4256	142.009	4272	142.542
4272	142.542	4287	143.043
4287	143.043	4302	143.543
4302	143.543	4317	144.044
4317	144.044	4332	144.544
4332	144.544	4348	145.078
4348	145.078	4363	145.579
4363	145.579	4378	146.079
4378	146.079	4405	146.980
4405	146.980	4436	148.015
4436	148.015	4466	149.016
4466	149.016	4488	149.750
4488	149.750	4515	150.650
4515	150.650	4593	153.253
4593	153.253	4615	153.987
4615	153.987	4686	156.356
4686	156.356	4701	156.857
4701	156.857	4716	157.357
4716	157.357	4731	157.858
4731	157.858	4746	158.358
4746	158.358	4761	158.859
4761	158.859	4776	159.359
4776	159.359	4791	159.860
4791	159.860	4806	160.360
4806	160.360	4821	160.861
4821	160.861	4836	161.361
4836	161.361	4851	161.862
4851	161.862	4903	163.597
4903	163.597	4934	164.631
4934	164.631	4964	165.632
4964	165.632	4979	166.133
4979	166.133	4994	166.633
4994	166.633	5009	167.134
5009	167.134	5024	167.634
5024	167.634	5039	168.135
5039	168.135	5102	170.237
5102	170.237	5169	172.472
5169	172.472	5184	172.973
5184	172.973	5199	173.473
5199	173.473	5214	173.974
5214	173.974	5229	174.474
5229	174.474	5244	174.975
5244	174.975	5259	175.475
5259	175.475	5274	175.976
5274	175.976	5289	176.476
5289	176.476	5304	176.977
5304	176.977	5319	177.477
5319	177.477	5334	177.978
5334	177.978	5349	178.478
5349	178.478	5364	178.979
5364	178.979	5379	179.479
5379	179.479	5394	179.980
5394	179.980	5409	180.480
5409	180.480	5424	180.981
5424	180.981	5439	181.481
5439	181.481	5454	181.982
5454	181.982	5469	182.482
5469	182.482	5484	182.983
5484	182.983	5499	183.483
5499	183.483	5514	183.984
5514	183.984	5529	184.484
5529	184.484	5544	184.985
5544	184.985	5559	185.485
5559	185.485	5574	185.986
5574	185.986	5589	186.486
5589	186.486	5604	186.987
5604	186.987	5619	187.487
5619	187.487	5634	187.988
5634	187.988	5743	191.625
5743	191.625	5800	193.527
5800	193.527	5868	195.796
5868	195.796	5924	197.664
5924	197.664	6008	200.467
6008	200.467	6048	201.802
6048	201.802	6063	202.302
6063	202.302	6084	203.003
6084	203.003	6100	203.537
6100	203.537	6173	205.972
6173	205.972	6188	206.473
6188	206.473	6203	206.973
6203	206.973	6218	207.474
6218	207.474	6233	207.974
6233	207.974	6248	208.475
6248	208.475	6263	208.975
6263	208.975	6278	209.476
6278	209.476	6293	209.976
6293	209.976	6308	210.477
6308	210.477	6323	210.977
6323	210.977	6338	211.478
6338	211.478	6353	211.978
6353	211.978	6368	212.479
6368	212.479	6383	212.979
6383	212.979	6398	213.480
6398	213.480	6413	213.980
6413	213.980	6428	214.481
6428	214.481	6443	214.981
6443	214.981	6458	215.482
6458	215.482	6473	215.982
6473	215.982	6488	216.483
6488	216.483	6503	216.983
6503	216.983	6518	217.484
6518	217.484	6533	217.984
6533	217.984	6548	218.485
6548	218.485	6563	218.985
6563	218.985	6578	219.486
6578	219.486	6593	219.986
6593	219.986	6608	220.487
6608	220.487	6623	220.987
6623	220.987	6638	221.488
6638	221.488	6653	221.988
6653	221.988	6668	222.489
6668	222.489	6683	222.989
6683	222.989	6698	223.490
6698	223.490	6713	223.990
6713	223.990	6728	224.491
6728	224.491	6743	224.991
6743	224.991	6758	225.492
6758	225.492	6773	225.992
6773	225.992	6788	226.493
6788	226.493	6803	226.993
6803	226.993	6818	227.494
6818	227.494	6833	227.994
6833	227.994	6848	228.495
6848	228.495	6863	228.995
6863	228.995	6878	229.496
6878	229.496	6893	229.996
6893	229.996	6908	230.497
6908	230.497	6923	230.997
6923	230.997	6939	231.531
6939	231.531	6954	232.032
6954	232.032	6969	232.532
6969	232.532	6984	233.033
6984	233.033	7000	233.567
7000	233.567	7016	234.101
7016	234.101	7031	234.601
7031	234.601	7047	235.135
7047	235.135	7062	235.635
7062	235.635	7078	236.169
7078	236.169	7093	236.670
7093	236.670	7108	237.170
7108	237.170	7123	237.671
7123	237.671	7138	238.171
7138	238.171	7153	238.672
7153	238.672	7168	239.172
7168	239.172	7183	239.673
7183	239.673	7198	240.173
7198	240.173	7213	240.674
7213	240.674	7229	241.208
7229	241.208	7244	241.708
7244	241.708	7259	242.209
7259	242.209	7275	242.743
7275	242.743	7290	243.243
7290	243.243	7385	246.413
7385	246.413	7476	249.449
7476	249.449	7560	252.252
7560	252.252	7641	254.955
7641	254.955	7657	255.489
7657	255.489	7674	256.056
7674	256.056	7690	256.590
7690	256.590	7741	258.291
7741	258.291	7756	258.792
7756	258.792	7771	259.292
7771	259.292	7786	259.793
7786	259.793	7801	260.293
7801	260.293	7816	260.794
7816	260.794	7831	261.294
7831	261.294	7846	261.795
7846	261.795	7861	262.295
7861	262.295	7876	262.796
7876	262.796	7891	263.296
7891	263.296	7906	263.797
7906	263.797	7921	264.297
7921	264.297	7973	266.032
7973	266.032	8008	267.200
8008	267.200	8023	267.701
8023	267.701	8038	268.201
8038	268.201	8053	268.702
8053	268.702	8068	269.202
8068	269.202	8083	269.703
8083	269.703	8098	270.203
8098	270.203	8113	270.704
8113	270.704	8128	271.204
8128	271.204	8143	271.705
8143	271.705	8158	272.205
8158	272.205	8173	272.706
8173	272.706	8188	273.206
8188	273.206	8203	273.707
8203	273.707	8218	274.207
8218	274.207	8233	274.708
8233	274.708	8248	275.208
8248	275.208	8263	275.709
8263	275.709	8278	276.209
8278	276.209	8293	276.710
8293	276.710	8340	278.278
8340	278.278	8367	279.179
8367	279.179	8382	279.679
8382	279.679	8397	280.180
8397	280.180	8412	280.680
8412	280.680	8427	281.181
8427	281.181	8442	281.681
8442	281.681	8457	282.182
8457	282.182	8472	282.682
8472	282.682	8487	283.183
8487	283.183	8502	283.683
8502	283.683	8517	284.184
8517	284.184	8532	284.684
8532	284.684	8547	285.185
8547	285.185	8562	285.685
8562	285.685	8577	286.186
8577	286.186	8592	286.686
8592	286.686	8607	287.187
8607	287.187	8622	287.687
8622	287.687	8637	288.188
8637	288.188	8652	288.688
8652	288.688	8667	289.189
8667	289.189	8682	289.689
8682	289.689	8697	290.190
8697	290.190	8712	290.690
8712	290.690	8727	291.191
8727	291.191	8742	291.691
8742	291.691	8757	292.192
8757	292.192	8772	292.692
8772	292.692	8787	293.193
8787	293.193	8802	293.693
8802	293.693	8817	294.194
8817	294.194	8832	294.694
8832	294.694	8847	295.195
8847	295.195	8862	295.695
8862	295.695	8877	296.196
8877	296.196	8892	296.696
8892	296.696	8907	297.197
8907	297.197	9011	300.667
9011	300.667	9055	302.135
9055	302.135	9126	304.504
9126	304.504	9141	305.005
9141	305.005	9156	305.505
9156	305.505	9171	306.006
9171	306.006	9186	306.506
9186	306.506	9201	307.007
9201	307.007	9216	307.507
9216	307.507	9231	308.008
9231	308.008	9246	308.508
9246	308.508	9261	309.009
9261	309.009	9276	309.509
9276	309.509	9291	310.010
9291	310.010	9306	310.510
9306	310.510	9321	311.011
9321	311.011	9336	311.511
9336	311.511	9351	312.012
9351	312.012	9366	312.512
9366	312.512	9381	313.013
9381	313.013	9396	313.513
9396	313.513	9411	314.014
9411	314.014	9426	314.514
9426	314.514	9441	315.015
9441	315.015	9456	315.515
9456	315.515	9471	316.016
9471	316.016	9486	316.516
9486	316.516	9501	317.017
9501	317.017	9516	317.517
9516	317.517	9531	318.018
9531	318.018	9546	318.518
9546	318.518	9561	319.019
9561	319.019	9576	319.519
9576	319.519	9591	320.020
9591	320.020	9606	320.520
9606	320.520	9621	321.021
9621	321.021	9636	321.521
9636	321.521	9651	322.022
9651	322.022	9666	322.522
9666	322.522	9681	323.023
9681	323.023	9696	323.523
9696	323.523	9711	324.024
9711	324.024	9726	324.524
9726	324.524	9741	325.025
9741	325.025	9756	325.525
9756	325.525	9806	327.194
9806	327.194	9839	328.295
9839	328.295	9854	328.795
9854	328.795	9869	329.296
9869	329.296	9884	329.796
9884	329.796	9899	330.297
9899	330.297	9914	330.797
9914	330.797	9929	331.298
9929	331.298	9944	331.798
9944	331.798	9959	332.299
9959	332.299	9974	332.799
9974	332.799	9989	333.300
9989	333.300	10004	333.800
10004	333.800	10019	334.301
10019	334.301	10034	334.801
10034	334.801	10049	335.302
10049	335.302	10064	335.802
10064	335.802	10079	336.303
10079	336.303	10094	336.803
10094	336.803	10109	337.304
10109	337.304	10124	337.804
10124	337.804	10172	339.406
10172	339.406	10253	342.108
10253	342.108	10298	343.610
10298	343.610	10316	344.211
10316	344.211	10336	344.878
10336	344.878	10351	345.378
10351	345.378	10367	345.912
10367	345.912	10382	346.413
10382	346.413	10397	346.913
10397	346.913	10412	347.414
10412	347.414	10427	347.914
10427	347.914	10442	348.415
10442	348.415	10457	348.915
10457	348.915	10472	349.416
10472	349.416	10487	349.916
10487	349.916	10502	350.417
10502	350.417	10517	350.917
10517	350.917	10532	351.418
10532	351.418	10547	351.918
10547	351.918	10562	352.419
10562	352.419	10577	352.919
10577	352.919	10592	353.420
10592	353.420	10607	353.920
10607	353.920	10622	354.421
10622	354.421	10637	354.921
10637	354.921	10652	355.422
10652	355.422	10667	355.922
10667	355.922	10682	356.423
10682	356.423	10697	356.923
10697	356.923	10712	357.424
10712	357.424	10727	357.924
10727	357.924	10742	358.425
10742	358.425	10757	358.925
10757	358.925	10772	359.426
10772	359.426	10787	359.926
10787	359.926	10802	360.427
10802	360.427	10817	360.927
10817	360.927	10836	361.561
10836	361.561	10851	362.062
10851	362.062	10866	362.562
10866	362.562	10881	363.063
10881	363.063	10896	363.563
10896	363.563	10911	364.064
10911	364.064	10926	364.564
10926	364.564	10941	365.065
10941	365.065	10997	366.933
10997	366.933	11031	368.068
11031	368.068	11046	368.568
11046	368.568	11061	369.069
11061	369.069	11076	369.569
11076	369.569	11091	370.070
11091	370.070	11106	370.570
11106	370.570	11121	371.071
11121	371.071	11136	371.571
11136	371.571	11151	372.072
11151	372.072	11166	372.572
11166	372.572	11181	373.073
11181	373.073	11196	373.573
11196	373.573	11211	374.074
11211	374.074	11226	374.574
11226	374.574	11241	375.075
11241	375.075	11256	375.575
11256	375.575	11271	376.076
11271	376.076	11289	376.676
11289	376.676	11341	378.411
11341	378.411	11376	379.579
11376	379.579	11391	380.080
11391	380.080	11406	380.580
11406	380.580	11421	381.081
11421	381.081	11436	381.581
11436	381.581	11451	382.082
11451	382.082	11466	382.582
11466	382.582	11481	383.083
11481	383.083	11496	383.583
11496	383.583	11511	384.084
11511	384.084	11526	384.584
11526	384.584	11541	385.085
11541	385.085	11556	385.585
11556	385.585	11571	386.086
11571	386.086	11586	386.586
11586	386.586	11601	387.087
11601	387.087	11616	387.587
11616	387.587	11631	388.088
11631	388.088	11646	388.588
11646	388.588	11661	389.089
11661	389.089	11676	389.589
11676	389.589	11691	390.090
11691	390.090	11706	390.590
11706	390.590	11721	391.091
11721	391.091	11736	391.591
11736	391.591	11751	392.092
11751	392.092	11766	392.592
11766	392.592	11781	393.093
11781	393.093	11796	393.593
11796	393.593	11811	394.094
11811	394.094	11826	394.594
11826	394.594	11841	395.095
11841	395.095	11856	395.595
11856	395.595	11871	396.096
11871	396.096	11886	396.596
11886	396.596	11901	397.097
11901	397.097	11916	397.597
11916	397.597	11931	398.098
11931	398.098	11946	398.598
11946	398.598	11961	399.099
11961	399.099	11976	399.599
11976	399.599	11991	400.100
11991	400.100	12006	400.600
12006	400.600	12021	401.101
12021	401.101	12036	401.601
12036	401.601	12051	402.102
12051	402.102	12066	402.602
12066	402.602	12081	403.103
12081	403.103	12096	403.603
12096	403.603	12111	404.104
12111	404.104	12126	404.604
12126	404.604	12141	405.105
12141	405.105	12156	405.605
12156	405.605	12171	406.106
12171	406.106	12186	406.606
12186	406.606	12201	407.107
12201	407.107	12216	407.607
12216	407.607	12231	408.108
12231	408.108	12246	408.608
12246	408.608	12261	409.109
12261	409.109	12276	409.609
12276	409.609	12291	410.110
12291	410.110	12306	410.610
12306	410.610	12321	411.111
12321	411.111	12336	411.611
12336	411.611	12351	412.112
12351	412.112	12366	412.612
12366	412.612	12381	413.113
12381	413.113	12396	413.613
12396	413.613	12411	414.114
12411	414.114	12426	414.614
12426	414.614	12481	416.449
12481	416.449	12594	420.220
12594	420.220	12625	421.254
12625	421.254	12697	423.657
12697	423.657	12715	424.257
12715	424.257	12733	424.858
12733	424.858	12769	426.059
12769	426.059	12791	426.793
12791	426.793	12806	427.294
12806	427.294	12821	427.794
12821	427.794	12836	428.295
12836	428.295	12851	428.795
12851	428.795	12877	429.663
12877	429.663	12892	430.163
12892	430.163	12907	430.664
12907	430.664	12922	431.164
12922	431.164	12937	431.665
12937	431.665	12952	432.165
12952	432.165	12967	432.666
12967	432.666	12982	433.166
12982	433.166	12997	433.667
12997	433.667	13012	434.167
13012	434.167	13027	434.668
13027	434.668	13042	435.168
13042	435.168	13057	435.669
13057	435.669	13072	436.169
13072	436.169	13087	436.670
13087	436.670	13102	437.170
13102	437.170	13117	437.671
13117	437.671	13132	438.171
13132	438.171	13147	438.672
13147	438.672	13162	439.172
13162	439.172	13177	439.673
13177	439.673	13192	440.173
13192	440.173	13207	440.674
13207	440.674	13222	441.174
13222	441.174	13237	441.675
13237	441.675	13252	442.175
13252	442.175	13268	442.709
13268	442.709	13292	443.510
13292	443.510	13344	445.245
13344	445.245	13359	445.745
13359	445.745	13374	446.246
13374	446.246	13389	446.746
13389	446.746	13404	447.247
13404	447.247	13419	447.747
13419	447.747	13434	448.248
13434	448.248	13449	448.748
13449	448.748	13464	449.249
13464	449.249	13479	449.749
13479	449.749	13494	450.250
13494	450.250	13510	450.784
13510	450.784	13525	451.284
13525	451.284	13540	451.785
13540	451.785	13555	452.285
13555	452.285	13570	452.786
13570	452.786	13585	453.286
13585	453.286	13600	453.787
13600	453.787	13615	454.287
13615	454.287	13630	454.788
13630	454.788	13645	455.288
13645	455.288	13660	455.789
13660	455.789	13675	456.289
13675	456.289	13690	456.790
13690	456.790	13705	457.290
13705	457.290	13720	457.791
13720	457.791	13735	458.291
13735	458.291	13750	458.792
13750	458.792	13765	459.292
13765	459.292	13780	459.793
13780	459.793	13795	460.293
13795	460.293	13810	460.794
13810	460.794	13825	461.294
13825	461.294	13844	461.928
13844	461.928	13865	462.629
13865	462.629	13883	463.229
13883	463.229	13920	464.464
13920	464.464	13935	464.964
13935	464.964	13950	465.465
13950	465.465	13965	465.966
13965	465.966	13980	466.466
13980	466.466	13995	466.966
13995	466.966	14010	467.467
14010	467.467	14025	467.968
14025	467.968	14040	468.468
14040	468.468	14055	468.969
14055	468.969	14070	469.469
14070	469.469	14085	469.969
14085	469.969	14100	470.470
14100	470.470	14115	470.971
14115	470.971	14130	471.471
14130	471.471	14145	471.971
14145	471.971	14160	472.472
14160	472.472	14175	472.973
14175	472.973	14190	473.473
14190	473.473	14205	473.974
14205	473.974	14220	474.474
14220	474.474	14235	474.975
14235	474.975	14250	475.475
14250	475.475	14265	475.976
14265	475.976	14280	476.476
14280	476.476	14295	476.976
14295	476.976	14310	477.477
14310	477.477	14325	477.978
14325	477.978	14340	478.478
14340	478.478	14355	478.978
14355	478.978	14370	479.479
14370	479.479	14385	479.980
14385	479.980	14400	480.480
14400	480.480	14415	480.981
14415	480.981	14430	481.481
14430	481.481	14445	481.981
14445	481.981	14460	482.482
14460	482.482	14475	482.983
14475	482.983	14490	483.483
14490	483.483	14505	483.983
14505	483.983	14520	484.484
14520	484.484	14535	484.985
14535	484.985	14550	485.485
14550	485.485	14565	485.986
14565	485.986	14583	486.586
14583	486.586	14636	488.355
14636	488.355	14651	488.855
14651	488.855	14666	489.356
14666	489.356	14681	489.856
14681	489.856	14696	490.357
14696	490.357	14711	490.857
14711	490.857	14726	491.358
14726	491.358	14741	491.858
14741	491.858	14757	492.392
14757	492.392	14773	492.926
14773	492.926	14788	493.426
14788	493.426	14803	493.927
14803	493.927	14818	494.427
14818	494.427	14833	494.928
14833	494.928	14848	495.428
14848	495.428	14917	497.731
14917	497.731	14998	500.433
14998	500.433	15061	502.535
15061	502.535	15142	505.238
15142	505.238	15205	507.340
15205	507.340	15285	510.010
15285	510.010	15357	512.412
15357	512.412	15430	514.848
15430	514.848	15445	515.348
15445	515.348	15460	515.849
15460	515.849	15475	516.349
15475	516.349	15490	516.850
15490	516.850	15505	517.350
15505	517.350	15520	517.851
15520	517.851	15535	518.351
15535	518.351	15550	518.852
15550	518.852	15565	519.352
15565	519.352	15580	519.853
15580	519.853	15595	520.353
15595	520.353	15610	520.854
15610	520.854	15625	521.354
15625	521.354	15640	521.855
15640	521.855	15655	522.355
15655	522.355	15670	522.856
15670	522.856	15685	523.356
15685	523.356	15700	523.857
15700	523.857	15715	524.357
15715	524.357	15730	524.858
15730	524.858	15745	525.358
15745	525.358	15760	525.859
15760	525.859	15775	526.359
15775	526.359	15790	526.860
15790	526.860	15805	527.360
15805	527.360	15820	527.861
15820	527.861	15835	528.361
15835	528.361	15850	528.862
15850	528.862	15865	529.362
15865	529.362	15880	529.863
15880	529.863	15895	530.363
15895	530.363	15910	530.864
15910	530.864	15925	531.364
15925	531.364	15942	531.931
15942	531.931	15961	532.565
15961	532.565	16005	534.034
16005	534.034	16020	534.534
16020	534.534	16035	535.034
16035	535.034	16050	535.535
16050	535.535	16065	536.035
16065	536.035	16080	536.536
16080	536.536	16095	537.037
16095	537.037	16113	537.637
16113	537.637	16128	538.138
16128	538.138	16144	538.671
16144	538.671	16176	539.739
16176	539.739	16194	540.340
16194	540.340	16217	541.107
16217	541.107	16232	541.608
16232	541.608	16247	542.108
16247	542.108	16264	542.675
16264	542.675	16367	546.112
